Tanggal,Hour_Created,Hour_Update,cctv_id,type_object,type_validation,"Jumlah Deviasi"
2022-11-23,17,NULL,2,LV,not_yet,2
2022-11-23,17,NULL,2,Person,not_yet,184
2022-11-23,17,NULL,5,HD,not_yet,1058
2022-11-23,17,NULL,5,LV,not_yet,218
2022-11-23,17,NULL,5,Person,not_yet,33
2022-11-24,6,NULL,2,HD,not_yet,471
2022-11-24,6,NULL,2,Person,not_yet,19
2022-11-24,6,NULL,5,HD,not_yet,242
2022-11-24,6,NULL,5,LV,not_yet,14
2022-11-24,6,NULL,5,Person,not_yet,3
2022-11-24,12,NULL,5,HD,not_yet,61
2022-11-24,12,NULL,5,LV,not_yet,3
2022-11-24,13,NULL,1,HD,not_yet,401
2022-11-24,13,NULL,1,Person,not_yet,23
2022-11-24,13,NULL,2,HD,not_yet,2284
2022-11-24,13,NULL,2,Person,not_yet,114
2022-11-24,13,NULL,5,HD,not_yet,824
2022-11-24,13,NULL,5,LV,not_yet,17
2022-11-24,13,NULL,5,Person,not_yet,69
2022-11-24,14,NULL,1,HD,not_yet,10
2022-11-24,14,NULL,1,Person,not_yet,5
2022-11-24,14,NULL,2,HD,not_yet,2353
2022-11-24,14,NULL,2,LV,not_yet,2
2022-11-24,14,NULL,2,Person,not_yet,16
2022-11-24,14,NULL,5,HD,not_yet,747
2022-11-24,14,NULL,5,LV,not_yet,48
2022-11-24,14,NULL,5,Person,not_yet,53
2022-11-24,15,NULL,1,HD,not_yet,135
2022-11-24,15,NULL,1,LV,not_yet,10
2022-11-24,15,NULL,1,Person,not_yet,103
2022-11-24,15,NULL,2,HD,not_yet,1709
2022-11-24,15,NULL,2,LV,not_yet,157
2022-11-24,15,NULL,2,Person,not_yet,3
2022-11-24,15,NULL,5,HD,not_yet,736
2022-11-24,15,NULL,5,LV,not_yet,29
2022-11-24,15,NULL,5,Person,not_yet,25
2022-11-24,16,NULL,1,HD,not_yet,415
2022-11-24,16,NULL,1,Person,not_yet,266
2022-11-24,16,NULL,2,HD,not_yet,2937
2022-11-24,16,NULL,2,LV,not_yet,3
2022-11-24,16,NULL,2,Person,not_yet,4
2022-11-24,16,NULL,5,HD,not_yet,779
2022-11-24,16,NULL,5,LV,not_yet,158
2022-11-24,16,NULL,5,Person,not_yet,58
2022-11-24,17,NULL,1,HD,not_yet,137
2022-11-24,17,NULL,1,Person,not_yet,114
2022-11-24,17,NULL,2,HD,not_yet,1472
2022-11-24,17,NULL,2,LV,not_yet,66
2022-11-24,17,NULL,5,HD,not_yet,936
2022-11-24,17,NULL,5,LV,not_yet,326
2022-11-24,17,NULL,5,Person,not_yet,53
2022-11-25,6,NULL,1,HD,not_yet,26
2022-11-25,6,NULL,1,Person,not_yet,1
2022-11-25,6,NULL,2,HD,not_yet,1712
2022-11-25,6,NULL,2,LV,not_yet,1
2022-11-25,6,NULL,2,Person,not_yet,19
2022-11-25,6,NULL,5,HD,not_yet,958
2022-11-25,6,NULL,5,LV,not_yet,275
2022-11-25,6,NULL,5,Person,not_yet,1
2022-11-25,6,6,1,HD,false,1
2022-11-25,7,NULL,1,HD,not_yet,235
2022-11-25,7,NULL,1,Person,not_yet,22
2022-11-25,7,NULL,2,HD,not_yet,1514
2022-11-25,7,NULL,2,LV,not_yet,6
2022-11-25,7,NULL,2,Person,not_yet,157
2022-11-25,7,NULL,5,HD,not_yet,244
2022-11-25,7,NULL,5,LV,not_yet,30
2022-11-25,7,NULL,5,Person,not_yet,6
2022-11-25,8,NULL,1,HD,not_yet,567
2022-11-25,8,NULL,1,LV,not_yet,64
2022-11-25,8,NULL,1,Person,not_yet,710
2022-11-25,8,NULL,2,HD,not_yet,527
2022-11-25,8,NULL,2,LV,not_yet,239
2022-11-25,8,NULL,2,Person,not_yet,546
2022-11-25,8,NULL,5,HD,not_yet,192
2022-11-25,8,NULL,5,LV,not_yet,24
2022-11-25,8,NULL,5,Person,not_yet,7
2022-11-25,9,NULL,1,HD,not_yet,1099
2022-11-25,9,NULL,1,LV,not_yet,302
2022-11-25,9,NULL,1,Person,not_yet,1263
2022-11-25,9,NULL,2,HD,not_yet,2039
2022-11-25,9,NULL,2,LV,not_yet,89
2022-11-25,9,NULL,2,Person,not_yet,218
2022-11-25,9,NULL,5,HD,not_yet,339
2022-11-25,9,NULL,5,LV,not_yet,31
2022-11-25,9,NULL,5,Person,not_yet,9
2022-11-25,10,NULL,1,HD,not_yet,592
2022-11-25,10,NULL,1,LV,not_yet,1172
2022-11-25,10,NULL,1,Person,not_yet,1519
2022-11-25,10,NULL,2,HD,not_yet,1407
2022-11-25,10,NULL,2,LV,not_yet,45
2022-11-25,10,NULL,2,Person,not_yet,255
2022-11-25,10,NULL,5,HD,not_yet,814
2022-11-25,10,NULL,5,LV,not_yet,27
2022-11-25,10,NULL,5,Person,not_yet,122
2022-11-25,11,NULL,1,HD,not_yet,38
2022-11-25,11,NULL,1,LV,not_yet,1252
2022-11-25,11,NULL,1,Person,not_yet,2081
2022-11-25,11,NULL,2,HD,not_yet,1126
2022-11-25,11,NULL,2,LV,not_yet,12
2022-11-25,11,NULL,2,Person,not_yet,95
2022-11-25,11,NULL,5,HD,not_yet,2003
2022-11-25,11,NULL,5,LV,not_yet,139
2022-11-25,11,NULL,5,Person,not_yet,57
2022-11-25,12,NULL,1,LV,not_yet,347
2022-11-25,12,NULL,1,Person,not_yet,923
2022-11-25,12,NULL,2,HD,not_yet,252
2022-11-25,12,NULL,2,LV,not_yet,1
2022-11-25,12,NULL,2,Person,not_yet,2
2022-11-25,12,NULL,5,HD,not_yet,824
2022-11-25,12,NULL,5,LV,not_yet,6
2022-11-25,12,NULL,5,Person,not_yet,4
2022-11-25,13,NULL,1,HD,not_yet,120
2022-11-25,13,NULL,1,Person,not_yet,633
2022-11-25,13,NULL,2,HD,not_yet,561
2022-11-25,13,NULL,2,Person,not_yet,4
2022-11-25,13,NULL,5,HD,not_yet,1534
2022-11-25,13,NULL,5,LV,not_yet,8
2022-11-25,13,NULL,5,Person,not_yet,30
2022-11-25,14,NULL,1,HD,not_yet,412
2022-11-25,14,NULL,1,Person,not_yet,1115
2022-11-25,14,NULL,2,HD,not_yet,2099
2022-11-25,14,NULL,2,LV,not_yet,7
2022-11-25,14,NULL,2,Person,not_yet,43
2022-11-25,14,NULL,5,HD,not_yet,1525
2022-11-25,14,NULL,5,LV,not_yet,33
2022-11-25,14,NULL,5,Person,not_yet,87
2022-11-25,15,NULL,1,HD,not_yet,1535
2022-11-25,15,NULL,1,LV,not_yet,4
2022-11-25,15,NULL,1,Person,not_yet,53
2022-11-25,15,NULL,2,HD,not_yet,908
2022-11-25,15,NULL,2,LV,not_yet,8
2022-11-25,15,NULL,2,Person,not_yet,14
2022-11-25,15,NULL,5,HD,not_yet,944
2022-11-25,15,NULL,5,LV,not_yet,37
2022-11-25,15,NULL,5,Person,not_yet,127
2022-11-25,16,NULL,1,HD,not_yet,1634
2022-11-25,16,NULL,1,LV,not_yet,1
2022-11-25,16,NULL,1,Person,not_yet,15
2022-11-25,16,NULL,2,HD,not_yet,2496
2022-11-25,16,NULL,2,LV,not_yet,39
2022-11-25,16,NULL,2,Person,not_yet,15
2022-11-25,16,NULL,5,HD,not_yet,1036
2022-11-25,16,NULL,5,LV,not_yet,41
2022-11-25,16,NULL,5,Person,not_yet,5
2022-11-25,17,NULL,1,HD,not_yet,1709
2022-11-25,17,NULL,1,LV,not_yet,36
2022-11-25,17,NULL,1,Person,not_yet,65
2022-11-25,17,NULL,2,HD,not_yet,738
2022-11-25,17,NULL,2,Person,not_yet,37
2022-11-25,17,NULL,5,HD,not_yet,1074
2022-11-25,17,NULL,5,LV,not_yet,250
2022-11-25,17,NULL,5,Person,not_yet,60
2022-11-26,6,NULL,1,HD,not_yet,353
2022-11-26,6,NULL,1,Person,not_yet,50
2022-11-26,6,NULL,2,HD,not_yet,2086
2022-11-26,6,NULL,2,LV,not_yet,35
2022-11-26,6,NULL,2,Person,not_yet,7
2022-11-26,6,NULL,5,HD,not_yet,1435
2022-11-26,6,NULL,5,LV,not_yet,291
2022-11-26,6,NULL,5,Person,not_yet,2
2022-11-26,7,NULL,1,HD,not_yet,165
2022-11-26,7,NULL,1,Person,not_yet,60
2022-11-26,7,NULL,2,HD,not_yet,1540
2022-11-26,7,NULL,2,LV,not_yet,3
2022-11-26,7,NULL,2,Person,not_yet,130
2022-11-26,7,NULL,5,HD,not_yet,1283
2022-11-26,7,NULL,5,LV,not_yet,119
2022-11-26,7,NULL,5,Person,not_yet,7
2022-11-26,8,NULL,1,HD,not_yet,1579
2022-11-26,8,NULL,1,LV,not_yet,7
2022-11-26,8,NULL,1,Person,not_yet,42
2022-11-26,8,NULL,2,HD,not_yet,1693
2022-11-26,8,NULL,2,LV,not_yet,10
2022-11-26,8,NULL,2,Person,not_yet,305
2022-11-26,8,NULL,5,HD,not_yet,2484
2022-11-26,8,NULL,5,LV,not_yet,63
2022-11-26,8,NULL,5,Person,not_yet,38
2022-11-26,8,8,2,HD,false,13
2022-11-26,8,8,2,Person,false,1
2022-11-26,9,NULL,1,HD,not_yet,2753
2022-11-26,9,NULL,1,LV,not_yet,5
2022-11-26,9,NULL,1,Person,not_yet,8
2022-11-26,9,NULL,2,HD,not_yet,2001
2022-11-26,9,NULL,2,Person,not_yet,179
2022-11-26,9,NULL,5,HD,not_yet,1624
2022-11-26,9,NULL,5,LV,not_yet,51
2022-11-26,9,NULL,5,Person,not_yet,136
2022-11-26,9,9,2,HD,false,20
2022-11-26,9,9,2,Person,false,3
2022-11-26,9,10,2,HD,false,11
2022-11-26,10,NULL,1,HD,not_yet,1095
2022-11-26,10,NULL,1,LV,not_yet,7
2022-11-26,10,NULL,1,Person,not_yet,709
2022-11-26,10,NULL,2,HD,not_yet,1709
2022-11-26,10,NULL,2,LV,not_yet,3
2022-11-26,10,NULL,2,Person,not_yet,40
2022-11-26,10,NULL,5,HD,not_yet,1511
2022-11-26,10,NULL,5,LV,not_yet,90
2022-11-26,10,NULL,5,Person,not_yet,214
2022-11-26,10,10,2,HD,false,19
2022-11-26,10,11,2,HD,false,11
2022-11-26,10,11,2,Person,false,1
2022-11-26,10,14,2,HD,false,1
2022-11-26,11,NULL,1,HD,not_yet,18
2022-11-26,11,NULL,1,Person,not_yet,338
2022-11-26,11,NULL,2,HD,not_yet,618
2022-11-26,11,NULL,2,LV,not_yet,79
2022-11-26,11,NULL,2,Person,not_yet,377
2022-11-26,11,NULL,5,HD,not_yet,1020
2022-11-26,11,NULL,5,LV,not_yet,109
2022-11-26,11,NULL,5,Person,not_yet,181
2022-11-26,11,11,2,HD,false,13
2022-11-26,11,11,2,Person,false,3
2022-11-26,12,NULL,1,HD,not_yet,68
2022-11-26,12,NULL,1,Person,not_yet,277
2022-11-26,12,NULL,2,LV,not_yet,12
2022-11-26,12,NULL,2,Person,not_yet,424
2022-11-26,12,NULL,5,HD,not_yet,45
2022-11-26,12,NULL,5,LV,not_yet,30
2022-11-26,12,NULL,5,Person,not_yet,47
2022-11-26,12,14,2,LV,false,1
2022-11-26,12,14,2,Person,true,3
2022-11-26,12,14,2,Person,false,10
2022-11-26,13,NULL,1,HD,not_yet,38
2022-11-26,13,NULL,1,Person,not_yet,11
2022-11-26,13,NULL,2,HD,not_yet,1457
2022-11-26,13,NULL,2,Person,not_yet,145
2022-11-26,13,NULL,5,HD,not_yet,739
2022-11-26,13,NULL,5,LV,not_yet,91
2022-11-26,13,NULL,5,Person,not_yet,122
2022-11-26,13,14,2,HD,false,1
2022-11-26,14,NULL,1,Person,not_yet,43
2022-11-26,14,NULL,2,HD,not_yet,1311
2022-11-26,14,NULL,2,Person,not_yet,256
2022-11-26,14,NULL,5,HD,not_yet,855
2022-11-26,14,NULL,5,LV,not_yet,148
2022-11-26,14,NULL,5,Person,not_yet,275
2022-11-26,14,14,2,HD,false,15
2022-11-26,14,14,2,Person,false,3
2022-11-26,15,NULL,1,HD,not_yet,2
2022-11-26,15,NULL,2,HD,not_yet,1228
2022-11-26,15,NULL,2,LV,not_yet,64
2022-11-26,15,NULL,2,Person,not_yet,213
2022-11-26,15,NULL,5,HD,not_yet,508
2022-11-26,15,NULL,5,LV,not_yet,144
2022-11-26,15,NULL,5,Person,not_yet,289
2022-11-26,15,16,2,HD,false,32
2022-11-26,15,16,2,Person,false,8
2022-11-26,16,NULL,1,HD,not_yet,7
2022-11-26,16,NULL,1,Person,not_yet,46
2022-11-26,16,NULL,2,HD,not_yet,1816
2022-11-26,16,NULL,2,LV,not_yet,40
2022-11-26,16,NULL,2,Person,not_yet,168
2022-11-26,16,NULL,5,HD,not_yet,269
2022-11-26,16,NULL,5,LV,not_yet,91
2022-11-26,16,NULL,5,Person,not_yet,281
2022-11-26,16,16,2,HD,false,42
2022-11-26,16,16,2,Person,true,1
2022-11-26,16,16,2,Person,false,5
2022-11-26,17,NULL,1,HD,not_yet,2
2022-11-26,17,NULL,2,HD,not_yet,1892
2022-11-26,17,NULL,2,Person,not_yet,26
2022-11-26,17,NULL,5,HD,not_yet,975
2022-11-26,17,NULL,5,LV,not_yet,269
2022-11-26,17,NULL,5,Person,not_yet,172
2022-11-27,6,NULL,1,HD,not_yet,1
2022-11-27,6,NULL,2,HD,not_yet,1735
2022-11-27,6,NULL,2,Person,not_yet,106
2022-11-27,6,NULL,5,HD,not_yet,1541
2022-11-27,6,NULL,5,LV,not_yet,276
2022-11-27,6,NULL,5,Person,not_yet,126
2022-11-27,7,NULL,2,HD,not_yet,1593
2022-11-27,7,NULL,2,LV,not_yet,17
2022-11-27,7,NULL,2,Person,not_yet,247
2022-11-27,7,NULL,5,HD,not_yet,927
2022-11-27,7,NULL,5,LV,not_yet,82
2022-11-27,7,NULL,5,Person,not_yet,166
2022-11-27,8,NULL,1,HD,not_yet,1251
2022-11-27,8,NULL,1,LV,not_yet,29
2022-11-27,8,NULL,1,Person,not_yet,22
2022-11-27,8,NULL,2,HD,not_yet,1235
2022-11-27,8,NULL,2,LV,not_yet,40
2022-11-27,8,NULL,2,Person,not_yet,1013
2022-11-27,8,NULL,5,HD,not_yet,1283
2022-11-27,8,NULL,5,LV,not_yet,52
2022-11-27,8,NULL,5,Person,not_yet,26
2022-11-27,9,NULL,1,HD,not_yet,3054
2022-11-27,9,NULL,1,LV,not_yet,57
2022-11-27,9,NULL,1,Person,not_yet,33
2022-11-27,9,NULL,2,HD,not_yet,1747
2022-11-27,9,NULL,2,LV,not_yet,2
2022-11-27,9,NULL,2,Person,not_yet,283
2022-11-27,9,NULL,5,HD,not_yet,1043
2022-11-27,9,NULL,5,LV,not_yet,55
2022-11-27,9,NULL,5,Person,not_yet,168
2022-11-27,10,NULL,1,HD,not_yet,3003
2022-11-27,10,NULL,1,LV,not_yet,74
2022-11-27,10,NULL,1,Person,not_yet,3
2022-11-27,10,NULL,2,HD,not_yet,2137
2022-11-27,10,NULL,2,LV,not_yet,18
2022-11-27,10,NULL,2,Person,not_yet,145
2022-11-27,10,NULL,5,HD,not_yet,1336
2022-11-27,10,NULL,5,LV,not_yet,69
2022-11-27,10,NULL,5,Person,not_yet,245
2022-11-27,11,NULL,1,HD,not_yet,2587
2022-11-27,11,NULL,1,LV,not_yet,72
2022-11-27,11,NULL,1,Person,not_yet,3
2022-11-27,11,NULL,2,HD,not_yet,1708
2022-11-27,11,NULL,2,LV,not_yet,20
2022-11-27,11,NULL,2,Person,not_yet,81
2022-11-27,11,NULL,5,HD,not_yet,1186
2022-11-27,11,NULL,5,LV,not_yet,53
2022-11-27,11,NULL,5,Person,not_yet,157
2022-11-27,12,NULL,1,HD,not_yet,1
2022-11-27,12,NULL,1,LV,not_yet,104
2022-11-27,12,NULL,1,Person,not_yet,85
2022-11-27,12,NULL,2,HD,not_yet,207
2022-11-27,12,NULL,2,LV,not_yet,27
2022-11-27,12,NULL,2,Person,not_yet,132
2022-11-27,12,NULL,5,HD,not_yet,90
2022-11-27,12,NULL,5,LV,not_yet,7
2022-11-27,12,NULL,5,Person,not_yet,387
2022-11-27,13,NULL,1,HD,not_yet,799
2022-11-27,13,NULL,1,Person,not_yet,48
2022-11-27,13,NULL,2,HD,not_yet,676
2022-11-27,13,NULL,2,Person,not_yet,38
2022-11-27,13,NULL,5,HD,not_yet,1001
2022-11-27,13,NULL,5,LV,not_yet,65
2022-11-27,13,NULL,5,Person,not_yet,175
2022-11-27,14,NULL,1,HD,not_yet,268
2022-11-27,14,NULL,1,Person,not_yet,43
2022-11-27,14,NULL,2,HD,not_yet,16
2022-11-27,14,NULL,2,LV,not_yet,1
2022-11-27,14,NULL,2,Person,not_yet,87
2022-11-27,14,NULL,5,HD,not_yet,7
2022-11-27,14,NULL,5,LV,not_yet,1
2022-11-27,14,NULL,5,Person,not_yet,55
2022-11-27,15,NULL,1,HD,not_yet,296
2022-11-27,15,NULL,1,LV,not_yet,19
2022-11-27,15,NULL,1,Person,not_yet,80
2022-11-27,15,NULL,2,HD,not_yet,281
2022-11-27,15,NULL,2,Person,not_yet,195
2022-11-27,15,NULL,5,HD,not_yet,34
2022-11-27,15,NULL,5,LV,not_yet,33
2022-11-27,15,NULL,5,Person,not_yet,10
2022-11-27,16,NULL,2,HD,not_yet,546
2022-11-27,16,NULL,2,LV,not_yet,12
2022-11-27,16,NULL,2,Person,not_yet,206
2022-11-27,16,NULL,5,HD,not_yet,1012
2022-11-27,16,NULL,5,LV,not_yet,48
2022-11-27,16,NULL,5,Person,not_yet,5
2022-11-27,17,NULL,1,Person,not_yet,1
2022-11-27,17,NULL,2,HD,not_yet,755
2022-11-27,17,NULL,2,LV,not_yet,16
2022-11-27,17,NULL,2,Person,not_yet,93
2022-11-27,17,NULL,5,HD,not_yet,1067
2022-11-27,17,NULL,5,LV,not_yet,626
2022-11-27,17,NULL,5,Person,not_yet,13
